Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year,Item_Type_New,Outlet,Item
FDY03,17.6,1,0.076276208,10,110.9202,OUT045,2002,2,1,1,1687.803,11,Food,7,1
FDS12,9.1,0,0.175103435,0,127.5362,OUT017,2007,2,1,1,4655.9394,6,Food,2,1
FDJ55,12.8,1,0.023511371,10,225.9404,OUT013,1987,0,2,1,4950.8888,26,Food,1,1
DRK01,7.63,0,0.06105276,14,95.4436,OUT035,2004,2,1,1,1418.154,9,Drinks,6,0
FDG28,9.285,1,0.049559042,5,246.4144,OUT017,2007,2,1,1,1225.072,6,Food,2,1
FDY38,13.6,1,0.119418124,4,231.03,OUT045,2002,2,1,1,5359.69,11,Food,7,1
FDN01,8.895,0,0.072545601,2,176.237,OUT045,2002,2,1,1,1764.37,11,Food,7,1
NCR54,16.35,0,0.090486828,9,195.211,OUT013,1987,0,2,1,2553.343,26,Non-Consumable,1,2
FDG29,17.6,0,0.056245075,5,43.3454,OUT013,1987,0,2,1,1006.6896,26,Food,1,1
FDG24,7.975,0,0.014618973,0,85.225,OUT013,1987,0,2,1,1081.925,26,Food,1,1
FDG59,15.85,0,0.043479126,15,36.7164,OUT017,2007,2,1,1,308.9312,6,Food,2,1
FDM28,15.7,0,0.045166237,5,178.666,OUT013,1987,0,2,1,2516.724,26,Food,1,1
FDW04,8.985,1,0.057827101,5,128.831,OUT046,1997,2,0,1,1428.141,16,Food,8,1
FDS26,20.35,0,0.089394766,4,260.1594,OUT013,1987,0,2,1,2093.2752,26,Food,1,1
FDQ56,6.59,0,0.10550944,6,85.6908,OUT013,1987,0,2,1,1929.4884,26,Food,1,1
FDK51,19.85,0,0.005234153,4,264.0884,OUT035,2004,2,1,1,5829.7448,9,Food,6,1
FDL22,16.85,0,0.036390174,13,91.4488,OUT046,1997,2,0,1,2082.6224,16,Food,8,1
FDH19,19.35,0,0.03292824,10,173.1738,OUT027,1985,1,2,3,7298.4996,28,Food,5,1
FDY55,16.75,0,0.081252534,6,256.4988,OUT013,1987,0,2,1,7452.9652,26,Food,1,1
FDY03,17.6,1,0.076552407,10,110.5202,OUT017,2007,2,1,1,450.0808,6,Food,2,1
FDK21,7.905,0,0.016758569,13,250.4408,OUT010,1998,2,2,0,500.6816,15,Food,0,1
FDZ10,17.85,0,0.044248175,13,126.202,OUT027,1985,1,2,3,3668.558,28,Food,5,1
FDZ32,7.785,1,0.038288087,6,103.1964,OUT018,2009,1,2,2,736.3748,4,Food,3,1
NCZ18,7.825,0,0.186032678,9,253.0698,OUT035,2004,2,1,1,6088.0752,9,Non-Consumable,6,2
NCF07,9,0,0.031867464,9,101.0016,OUT027,1985,1,2,3,2125.2336,28,Non-Consumable,5,2
DRE49,20.75,0,0.021370201,14,153.0024,OUT017,2007,2,1,1,2277.036,6,Drinks,2,0
FDJ08,11.1,0,0.193772568,6,190.3846,OUT019,1985,2,0,0,573.2538,28,Food,4,1
FDT39,6.26,1,0.009866049,10,151.1366,OUT035,2004,2,1,1,2267.049,9,Food,6,1
FDE08,18.2,0,0.082551042,6,147.3734,OUT010,1998,2,2,0,296.9468,15,Food,0,1
NCD06,13,0,0.099729888,9,46.306,OUT018,2009,1,2,2,559.272,4,Non-Consumable,3,2
FDB57,20.25,1,0.018801549,6,222.1772,OUT035,2004,2,1,1,5559.43,9,Food,6,1
NCT54,8.695,0,0.119721451,9,95.5094,OUT049,1999,1,0,1,1237.7222,14,Non-Consumable,9,2
DRF49,7.27,0,0.071222087,14,113.5518,OUT045,2002,2,1,1,569.259,11,Drinks,7,0
FDM25,10.695,1,0.060371962,2,174.0712,OUT027,1985,1,2,3,3866.9664,28,Food,5,1
FDF20,12.85,0,0.033287541,6,198.4768,OUT045,2002,2,1,1,1379.5376,11,Food,7,1
FDH27,7.075,0,0.05858462,4,142.7128,OUT018,2009,1,2,2,1869.5664,4,Food,3,1
FDV60,20.2,1,0.11679292,0,196.211,OUT027,1985,1,2,3,5499.508,28,Food,5,1
FDY59,8.195,0,0.031452265,0,94.3462,OUT049,1999,1,0,1,925.462,14,Food,9,1
FDK36,7.09,0,0.00721395,0,47.9034,OUT035,2004,2,1,1,583.2408,9,Food,6,1
NCM31,6.095,0,0.081196619,11,141.4154,OUT046,1997,2,0,1,1418.154,16,Non-Consumable,8,2
FDE33,19.35,1,0.049916364,6,80.2644,OUT017,2007,2,1,1,942.7728,6,Food,2,1
FDU36,6.15,0,0.04627095,0,99.3384,OUT046,1997,2,0,1,2364.9216,16,Food,8,1
FDV13,17.35,1,0.02747716,3,87.9856,OUT027,1985,1,2,3,3251.7672,28,Food,5,1
FDV20,20.2,1,0.104704537,6,125.2678,OUT019,1985,2,0,0,254.3356,28,Food,4,1
NCQ54,17.7,0,0.012540003,9,167.0474,OUT035,2004,2,1,1,5895.659,9,Non-Consumable,6,2
FDO23,17.85,0,0.147023834,1,93.7436,OUT018,2009,1,2,2,1134.5232,4,Food,3,1
DRE60,9.395,0,0.159657596,14,224.972,OUT045,2002,2,1,1,7696.648,11,Drinks,7,0
DRP47,15.75,0,0.141398626,7,250.5382,OUT017,2007,2,1,1,2775.7202,6,Drinks,2,0
FDB21,7.475,0,0.148821808,6,241.2854,OUT045,2002,2,1,1,5317.0788,11,Food,7,1
FDR04,7.075,0,0.024750683,5,98.0068,OUT018,2009,1,2,2,874.8612,4,Food,3,1
FDX23,6.445,0,0.029691762,0,92.6436,OUT046,1997,2,0,1,1039.9796,16,Food,8,1
FDX19,19.1,0,0.096715523,6,235.0958,OUT035,2004,2,1,1,3038.0454,9,Food,6,1
FDD40,20.25,1,0.014790559,4,193.6162,OUT035,2004,2,1,1,3848.324,9,Food,6,1
FDA01,15,1,0.054378253,3,59.1904,OUT046,1997,2,0,1,527.3136,16,Food,8,1
FDS33,6.67,1,0.123428594,13,89.1514,OUT046,1997,2,0,1,2390.8878,16,Food,8,1
FDM50,13,1,0.029943463,3,60.222,OUT027,1985,1,2,3,1677.816,28,Food,5,1
FDB29,16.7,1,0.052368061,5,112.7176,OUT013,1987,0,2,1,801.6232,26,Food,1,1
FDF46,7.07,0,0.093861144,13,115.5834,OUT045,2002,2,1,1,1267.0174,11,Food,7,1
FDA33,6.48,0,0.033968647,13,148.0076,OUT045,2002,2,1,1,886.8456,11,Food,7,1
FDC08,19,1,0.173154079,6,228.272,OUT010,1998,2,2,0,452.744,15,Food,0,1
FDB53,13.35,0,0.139735226,5,147.5392,OUT045,2002,2,1,1,3877.6192,11,Food,7,1
FDY31,5.98,0,0.043351896,6,146.6418,OUT027,1985,1,2,3,4414.254,28,Food,5,1
DRQ35,9.3,0,0.042086652,7,122.4388,OUT027,1985,1,2,3,5448.9072,28,Drinks,5,0
FDX36,9.695,1,0.12848269,0,223.9404,OUT049,1999,1,0,1,4950.8888,14,Food,9,1
DRD13,15,0,0.049357077,14,62.6168,OUT017,2007,2,1,1,958.752,6,Drinks,2,0
FDC52,11.15,1,0.008326735,4,149.9708,OUT017,2007,2,1,1,1956.1204,6,Food,2,1
FDB45,20.85,0,0.021362955,6,103.2306,OUT049,1999,1,0,1,2404.2038,14,Food,9,1
NCK19,9.8,0,0.151420934,11,194.3478,OUT010,1998,2,2,0,387.4956,15,Non-Consumable,0,2
FDV51,16.35,0,0.032511818,10,165.0842,OUT013,1987,0,2,1,994.7052,26,Food,1,1
FDZ35,9.6,1,0.022323658,1,101.299,OUT045,2002,2,1,1,1754.383,11,Food,7,1
NCW17,18,0,0.019292355,8,129.9994,OUT027,1985,1,2,3,3340.9844,28,Non-Consumable,5,2
FDV59,13.35,0,0.048124443,1,216.7166,OUT045,2002,2,1,1,3918.8988,11,Food,7,1
DRH39,20.7,0,0.09261307,4,76.367,OUT013,1987,0,2,1,306.268,26,Drinks,1,0
FDN60,15.1,0,0.094697274,0,158.4604,OUT027,1985,1,2,3,4278.4308,28,Food,5,1
FDU55,16.2,0,0.035984104,6,260.6278,OUT045,2002,2,1,1,4425.5726,11,Food,7,1
FDN58,13.8,1,0.056596985,13,230.9984,OUT027,1985,1,2,3,9267.936,28,Food,5,1
FDC41,15.6,0,0.2047,5,76.867,OUT019,1985,2,0,0,229.701,28,Food,4,1
FDO01,21.1,1,0.020618324,2,129.3994,OUT027,1985,1,2,3,2055.9904,28,Food,5,1
NCO43,5.5,0,0.04709821,11,101.3016,OUT046,1997,2,0,1,3339.6528,16,Non-Consumable,8,2
FDQ07,15.1,1,0.087584126,6,221.7456,OUT045,2002,2,1,1,6410.3224,11,Food,7,1
FDF28,15.7,1,0.038078899,5,122.9046,OUT017,2007,2,1,1,1992.0736,6,Food,2,1
FDM01,7.895,1,0.095102092,2,104.4332,OUT017,2007,2,1,1,2870.9296,6,Food,2,1
FDY49,17.2,1,0.011953902,3,164.5184,OUT027,1985,1,2,3,2807.0128,28,Food,5,1
FDR24,17.35,1,0.062799379,0,88.183,OUT013,1987,0,2,1,539.298,26,Food,1,1
NCY18,7.285,0,0.031125709,9,174.3054,OUT013,1987,0,2,1,4377.635,26,Non-Consumable,1,2
NCY30,20.25,0,0.026005891,9,180.9976,OUT045,2002,2,1,1,2716.464,11,Non-Consumable,7,2
FDJ22,18.75,0,0.09246392,13,190.9504,OUT019,1985,2,0,0,383.5008,28,Food,4,1
DRI37,15.85,0,0.107765165,14,59.5904,OUT049,1999,1,0,1,703.0848,14,Drinks,9,0
FDL27,6.17,0,0.010647477,10,66.3826,OUT049,1999,1,0,1,1937.478,14,Food,9,1
NCO30,19.5,0,0.015749341,9,182.2608,OUT049,1999,1,0,1,3307.6944,14,Non-Consumable,9,2
NCB07,19.2,0,0.077628053,9,197.611,OUT049,1999,1,0,1,3142.576,14,Non-Consumable,9,2
FDX25,16.7,0,0.102071718,3,181.2292,OUT018,2009,1,2,2,2554.0088,4,Food,3,1
FDP59,20.85,1,0.056695731,1,104.0648,OUT018,2009,1,2,2,1869.5664,4,Food,3,1
FDR59,14.5,1,0.063993068,1,260.4594,OUT045,2002,2,1,1,5494.8474,11,Food,7,1
FDT27,11.395,1,0.069529262,10,233.1616,OUT013,1987,0,2,1,6093.4016,26,Food,1,1
DRI01,7.97,0,0.034452949,14,174.0422,OUT046,1997,2,0,1,2586.633,16,Drinks,8,0
FDU09,7.71,1,0.06670068,13,55.2956,OUT049,1999,1,0,1,1255.6988,14,Food,9,1
FDH26,19.25,1,0.034699737,3,141.7496,OUT046,1997,2,0,1,4093.3384,16,Food,8,1
FDH27,7.075,0,0.058346939,4,142.2128,OUT046,1997,2,0,1,3163.8816,16,Food,8,1
FDN39,19.35,1,0.065203103,10,166.0816,OUT027,1985,1,2,3,5033.448,28,Food,5,1
FDH40,11.6,1,0.078929571,5,79.9276,OUT046,1997,2,0,1,1137.1864,16,Food,8,1
FDJ56,8.985,0,0.182514881,6,98.77,OUT027,1985,1,2,3,2696.49,28,Food,5,1
DRN47,12.1,0,0.016895293,7,178.566,OUT018,2009,1,2,2,898.83,4,Drinks,3,0
NCO17,10,0,0.073379745,8,118.244,OUT046,1997,2,0,1,2756.412,16,Non-Consumable,8,2
FDX60,14.35,0,0.08075758,0,81.896,OUT045,2002,2,1,1,878.856,11,Food,7,1
FDT22,10.395,0,0.112271498,13,58.222,OUT049,1999,1,0,1,659.142,14,Food,9,1
FDX26,17.7,0,0.153741385,4,182.6292,OUT019,1985,2,0,0,182.4292,28,Food,4,1
FDG45,8.1,0,0.127929521,6,211.4902,OUT013,1987,0,2,1,3610.6334,26,Food,1,1
FDD44,8.05,1,0.07838564,6,256.4646,OUT035,2004,2,1,1,5153.292,9,Food,6,1
FDS15,9.195,1,0.078502143,10,108.7596,OUT017,2007,2,1,1,2588.6304,6,Food,2,1
FDL51,20.7,1,0.047684831,4,212.5876,OUT018,2009,1,2,2,1286.3256,4,Food,3,1
FDL32,15.7,1,0.123159656,6,110.1544,OUT017,2007,2,1,1,1230.3984,6,Food,2,1
FDZ07,15.1,1,0.138527892,6,60.2194,OUT027,1985,1,2,3,1733.7432,28,Food,5,1
NCW53,18.35,0,0.053392944,8,193.8162,OUT019,1985,2,0,0,384.8324,28,Non-Consumable,4,2
NCA54,16.5,0,0.036715907,9,180.0318,OUT045,2002,2,1,1,3969.4996,11,Non-Consumable,7,2
FDX09,9,0,0.065236932,13,176.437,OUT035,2004,2,1,1,7763.228,9,Food,6,1
FDO51,6.785,1,0.041947547,10,41.2112,OUT013,1987,0,2,1,809.6128,26,Food,1,1
FDW49,19.5,0,0.082888496,3,178.6002,OUT018,2009,1,2,2,1253.7014,4,Food,3,1
FDB27,7.575,0,0.055390121,4,195.2768,OUT046,1997,2,0,1,5715.2272,16,Food,8,1
FDF45,18.2,1,0.012194556,6,57.7904,OUT013,1987,0,2,1,1464.76,26,Food,1,1
FDV02,16.75,0,0.060495243,4,169.8106,OUT013,1987,0,2,1,3251.1014,26,Food,1,1
FDY28,7.47,1,0.181050859,5,214.3218,OUT035,2004,2,1,1,4274.436,9,Food,6,1
FDX31,20.35,1,0.014753811,6,231.7958,OUT027,1985,1,2,3,5375.0034,28,Food,5,1
FDR43,18.2,0,0.160707489,6,38.019,OUT027,1985,1,2,3,1318.284,28,Food,5,1
FDP51,13.85,1,0.085622362,10,119.4124,OUT018,2009,1,2,2,2251.7356,4,Food,3,1
FDL52,6.635,1,0.046350909,5,37.4506,OUT017,2007,2,1,1,1176.4686,6,Food,2,1
FDR44,6.11,1,0.102920886,6,130.4968,OUT046,1997,2,0,1,3523.4136,16,Food,8,1
FDB34,15.25,0,0.026604781,13,86.2198,OUT035,2004,2,1,1,610.5386,9,Food,6,1
FDC50,15.85,0,0.151983839,3,96.4094,OUT035,2004,2,1,1,1237.7222,9,Food,6,1
FDT57,15.2,0,0.031860325,13,235.1248,OUT010,1998,2,2,0,474.0496,15,Food,0,1
FDP22,14.65,1,0.099392369,13,52.6666,OUT027,1985,1,2,3,717.7324,28,Food,5,1
DRE49,20.75,0,0.021250002,14,150.5024,OUT046,1997,2,0,1,2580.6408,16,Drinks,8,0
FDM40,10.195,0,0.159936948,5,143.2154,OUT046,1997,2,0,1,2552.6772,16,Food,8,1
FDY32,7.605,0,0.129503146,6,164.021,OUT045,2002,2,1,1,3914.904,11,Food,7,1
FDW07,18,1,0.142688846,6,88.5514,OUT046,1997,2,0,1,796.9626,16,Food,8,1
FDU02,13.35,0,0.179484411,4,228.9352,OUT019,1985,2,0,0,916.1408,28,Food,4,1
NCF18,18.35,0,0.089163056,9,191.3504,OUT045,2002,2,1,1,3259.7568,11,Non-Consumable,7,2
FDQ56,6.59,0,0.105761491,6,84.8908,OUT049,1999,1,0,1,1677.816,14,Food,9,1
FDN58,13.8,1,0.056960814,13,230.0984,OUT049,1999,1,0,1,3707.1744,14,Food,9,1
FDG35,21.2,1,0.00704098,15,173.5738,OUT046,1997,2,0,1,2954.1546,16,Food,8,1
FDY34,10.5,1,0.011026594,13,166.4842,OUT018,2009,1,2,2,2652.5472,4,Food,3,1
NCE19,8.97,0,0.093203257,9,52.7956,OUT045,2002,2,1,1,1037.3164,11,Non-Consumable,7,2
NCK31,10.895,0,0.026916794,11,50.9666,OUT027,1985,1,2,3,717.7324,28,Non-Consumable,5,2
NCJ29,10.6,0,0.035264298,8,86.1224,OUT045,2002,2,1,1,426.112,11,Non-Consumable,7,2
FDT59,13.65,0,0.015908424,1,231.1668,OUT035,2004,2,1,1,6911.004,9,Food,6,1
NCX41,19,0,0.017719277,8,211.0244,OUT046,1997,2,0,1,3811.0392,16,Non-Consumable,8,2
FDU45,15.6,1,0.035334201,13,115.3518,OUT027,1985,1,2,3,2277.036,28,Food,5,1
FDW24,6.8,0,0.065652494,0,48.9034,OUT019,1985,2,0,0,48.6034,28,Food,4,1
FDF22,6.865,0,0.056919038,13,212.8218,OUT049,1999,1,0,1,5770.4886,14,Food,9,1
FDM60,10.8,1,0.048143292,0,40.2138,OUT046,1997,2,0,1,690.4346,16,Food,8,1
FDR02,16.7,0,0.022047313,4,110.2886,OUT013,1987,0,2,1,1890.2062,26,Food,1,1
DRP35,18.85,0,0.090427268,7,126.2336,OUT027,1985,1,2,3,3195.84,28,Drinks,5,0
FDS48,15.15,0,0.027779254,0,150.1708,OUT046,1997,2,0,1,1504.708,16,Food,8,1
NCZ42,10.5,0,0.011305397,9,238.3248,OUT010,1998,2,2,0,711.0744,15,Non-Consumable,0,2
FDZ38,17.6,0,0.008033611,4,174.2422,OUT018,2009,1,2,2,4311.055,4,Food,3,1
FDH19,19.35,0,0.033088472,10,175.4738,OUT046,1997,2,0,1,521.3214,16,Food,8,1
NCB55,15.7,0,0.160663021,9,59.4562,OUT046,1997,2,0,1,829.5868,16,Non-Consumable,8,2
FDC15,18.1,0,0.178975721,4,155.5288,OUT017,2007,2,1,1,1571.288,6,Food,2,1
FDF11,10.195,1,0.017627888,15,239.6538,OUT035,2004,2,1,1,2403.538,9,Food,6,1
FDW35,10.6,0,0.0194158,1,41.6454,OUT019,1985,2,0,0,83.8908,28,Food,4,1
FDB44,6.655,0,0.016993225,6,211.0586,OUT045,2002,2,1,1,844.2344,11,Food,7,1
NCC06,19,0,0.027139013,9,127.3336,OUT017,2007,2,1,1,2940.1728,6,Non-Consumable,2,2
FDR04,7.075,0,0.03777249,5,98.0068,OUT010,1998,2,2,0,291.6204,15,Food,0,1
FDB17,13.15,0,0.036746479,5,181.2976,OUT045,2002,2,1,1,3259.7568,11,Food,7,1
FDW43,20.1,1,0.022460102,6,226.8036,OUT049,1999,1,0,1,3415.554,14,Food,9,1
FDA27,20.35,1,0.030999068,4,256.7672,OUT018,2009,1,2,2,5624.6784,4,Food,3,1
NCU41,18.85,0,0.05213575,8,190.1846,OUT049,1999,1,0,1,6687.961,14,Non-Consumable,9,2
FDY56,16.35,1,0.062508438,6,227.1062,OUT049,1999,1,0,1,5642.655,14,Food,9,1
FDV39,11.3,0,0.007309544,10,196.2426,OUT018,2009,1,2,2,4943.565,4,Food,3,1
FDN32,17.5,0,0.015623754,6,182.6266,OUT018,2009,1,2,2,3135.2522,4,Food,3,1
FDW07,18,1,0.142978223,6,87.4514,OUT045,2002,2,1,1,796.9626,11,Food,7,1
FDZ27,7.935,0,0.017191055,4,51.535,OUT045,2002,2,1,1,848.895,11,Food,7,1
FDW23,5.765,0,0.143592939,0,37.3164,OUT019,1985,2,0,0,38.6164,28,Food,4,1
FDU01,20.25,1,0.011995271,3,184.5924,OUT046,1997,2,0,1,4997.4948,16,Food,8,1
FDF10,15.5,1,0.15717236,13,149.1418,OUT049,1999,1,0,1,588.5672,14,Food,9,1
DRH03,17.25,0,0.061393095,4,91.812,OUT019,1985,2,0,0,372.848,28,Drinks,4,0
FDW27,5.86,1,0.264124669,10,155.7314,OUT019,1985,2,0,0,155.1314,28,Food,4,1
DRI13,15.35,0,0.020310046,14,218.0508,OUT013,1987,0,2,1,3038.7112,26,Drinks,1,0
NCR05,10.1,0,0.054630834,8,200.2084,OUT046,1997,2,0,1,1587.2672,16,Non-Consumable,8,2
FDB29,16.7,1,0.052517969,5,115.4176,OUT045,2002,2,1,1,687.1056,11,Food,7,1
FDL51,20.7,1,0.047565208,4,213.4876,OUT049,1999,1,0,1,1929.4884,14,Food,9,1
FDB11,16,0,0.060797393,15,223.8404,OUT013,1987,0,2,1,3600.6464,26,Food,1,1
FDI35,14,0,0.041291169,15,180.7634,OUT046,1997,2,0,1,2181.1608,16,Food,8,1
FDX08,12.85,0,0.022604051,6,181.4318,OUT046,1997,2,0,1,3428.2042,16,Food,8,1
FDP59,20.85,1,0.056580228,1,105.6648,OUT045,2002,2,1,1,623.1888,11,Food,7,1
NCJ18,12.35,0,0.164196823,9,120.5124,OUT049,1999,1,0,1,2133.2232,14,Non-Consumable,9,2
FDJ41,6.85,0,0.022976497,5,261.6594,OUT018,2009,1,2,2,3401.5722,4,Food,3,1
FDU08,10.3,0,0.027310252,6,101.0042,OUT035,2004,2,1,1,1289.6546,9,Food,6,1
FDS09,8.895,1,0.141975462,13,49.6008,OUT019,1985,2,0,0,50.6008,28,Food,4,1
DRH15,8.775,0,0.137570242,4,45.9428,OUT013,1987,0,2,1,790.9704,26,Drinks,1,0
NCV17,18.85,0,0.01619866,8,129.2626,OUT017,2007,2,1,1,3147.9024,6,Non-Consumable,2,2
NCO54,19.5,0,0.014205168,9,56.7614,OUT027,1985,1,2,3,2486.763,28,Non-Consumable,5,2
FDE24,14.85,0,0.09344495,0,141.0812,OUT035,2004,2,1,1,1139.8496,9,Food,6,1
FDH53,20.5,1,0.019199733,5,84.3592,OUT046,1997,2,0,1,1816.3024,16,Food,8,1
FDZ13,7.84,1,0.154120252,3,51.935,OUT018,2009,1,2,2,199.74,4,Food,3,1
FDW28,18.25,0,0.089004389,5,196.7452,OUT045,2002,2,1,1,978.726,11,Food,7,1
FDU46,10.3,1,0.011117041,13,85.854,OUT013,1987,0,2,1,2683.174,26,Food,1,1
NCE43,12.5,0,0.103422709,9,169.9448,OUT035,2004,2,1,1,2897.5616,9,Non-Consumable,6,2
FDS26,20.35,0,0.089035961,4,260.5594,OUT027,1985,1,2,3,9158.079,28,Food,5,1
FDB14,20.25,1,0.102723919,3,93.212,OUT046,1997,2,0,1,1957.452,16,Food,8,1
DRB48,16.75,1,0.024733134,14,40.2822,OUT027,1985,1,2,3,1296.3126,28,Drinks,5,0
NCC42,15,0,0.044871033,8,140.3838,OUT013,1987,0,2,1,2528.7084,26,Non-Consumable,1,2
FDQ20,8.325,0,0.029760052,6,38.7138,OUT013,1987,0,2,1,284.2966,26,Food,1,1
FDA13,15.85,0,0.078999287,3,38.6506,OUT017,2007,2,1,1,759.012,6,Food,2,1
FDZ15,13.1,0,0.020870744,4,117.3782,OUT046,1997,2,0,1,1787.673,16,Food,8,1
NCV42,6.26,0,0.031599715,9,111.3228,OUT017,2007,2,1,1,2431.5016,6,Non-Consumable,2,2
DRI51,17.25,0,0.042413704,4,173.1764,OUT018,2009,1,2,2,4466.1864,4,Drinks,3,0
FDO28,5.765,0,0.072284689,5,119.9098,OUT035,2004,2,1,1,2048.6666,9,Food,6,1
NCS54,13.6,0,0.009984847,9,175.437,OUT013,1987,0,2,1,1940.807,26,Non-Consumable,1,2
FDH16,10.5,0,0.052852621,5,88.783,OUT017,2007,2,1,1,2067.309,6,Food,2,1
FDG24,7.975,0,0.014660821,0,85.125,OUT045,2002,2,1,1,2663.2,11,Food,7,1
FDR52,12.65,1,0.076354362,5,192.1846,OUT018,2009,1,2,2,1146.5076,4,Food,3,1
NCH06,12.3,0,0.076709639,9,247.846,OUT045,2002,2,1,1,3448.844,11,Non-Consumable,7,2
FDA36,5.985,0,0.005677876,0,184.8924,OUT045,2002,2,1,1,1665.8316,11,Food,7,1
FDU56,16.85,0,0.044395576,6,184.7266,OUT027,1985,1,2,3,8114.7704,28,Food,5,1
FDT09,15.15,1,0.012282366,13,132.5284,OUT049,1999,1,0,1,1713.7692,14,Food,9,1
FDU25,12.35,0,0.026681262,3,56.4246,OUT046,1997,2,0,1,810.9444,16,Food,8,1
FDK41,14.3,0,0.127541722,5,84.9224,OUT046,1997,2,0,1,1193.1136,16,Food,8,1
NCT54,8.695,0,0.119513002,9,93.4094,OUT035,2004,2,1,1,856.8846,9,Non-Consumable,6,2
FDV51,16.35,0,0.054463442,10,163.8842,OUT010,1998,2,2,0,165.7842,15,Food,0,1
FDM24,6.135,1,0.079339758,0,151.3366,OUT045,2002,2,1,1,1057.9562,11,Food,7,1
NCO30,19.5,0,0.015756784,9,185.0608,OUT045,2002,2,1,1,2205.1296,11,Non-Consumable,7,2
FDQ45,9.5,1,0.010907967,13,182.3608,OUT013,1987,0,2,1,2940.1728,26,Food,1,1
DRK59,8.895,0,0.07543556,7,235.8616,OUT035,2004,2,1,1,3046.7008,9,Drinks,6,0
FDW28,18.25,0,0.09880266,5,196.8452,OUT046,1997,2,0,1,3327.6684,16,Food,8,1
FDC02,21.35,0,0.115194717,3,258.3278,OUT010,1998,2,2,0,520.6556,15,Food,0,1
FDR21,19.7,0,0.066922802,13,174.837,OUT035,2004,2,1,1,2999.429,9,Food,6,1
FDN48,13.35,0,0.064636203,0,90.0804,OUT027,1985,1,2,3,2113.2492,28,Food,5,1
FDT44,16.6,0,0.103195401,6,117.8466,OUT045,2002,2,1,1,942.7728,11,Food,7,1
FDX14,13.1,0,0.13121032,4,74.0354,OUT019,1985,2,0,0,75.2354,28,Food,4,1
FDH57,10.895,0,0.035747522,6,133.6284,OUT046,1997,2,0,1,1581.9408,16,Food,8,1
FDH28,15.85,1,0.192650072,5,37.4506,OUT019,1985,2,0,0,37.9506,28,Food,4,1
NCT41,15.7,0,0.098031771,8,151.3024,OUT019,1985,2,0,0,151.8024,28,Non-Consumable,4,2
FDO11,8,1,0.030118338,1,248.8092,OUT027,1985,1,2,3,3486.1288,28,Food,5,1
NCP42,8.51,0,0.016201845,9,195.2478,OUT017,2007,2,1,1,4262.4516,6,Non-Consumable,2,2
FDN09,14.15,0,0.05837308,13,243.9828,OUT010,1998,2,2,0,731.0484,15,Food,0,1
FDP32,6.65,0,0.087652908,6,128.8678,OUT035,2004,2,1,1,1398.8458,9,Food,6,1
FDV57,15.25,1,0.065999008,13,177.966,OUT049,1999,1,0,1,2336.958,14,Food,9,1
FDW28,18.25,0,0.088750333,5,196.5452,OUT013,1987,0,2,1,2348.9424,26,Food,1,1
FDR56,15.5,1,0.100277876,6,196.8768,OUT027,1985,1,2,3,7094.7648,28,Food,5,1
FDA40,16,1,0.099252438,5,87.4856,OUT035,2004,2,1,1,1054.6272,9,Food,6,1
NCG42,19.2,0,0.041283893,9,127.831,OUT045,2002,2,1,1,1298.31,11,Non-Consumable,7,2
NCK54,12.15,0,0.029510977,9,117.815,OUT017,2007,2,1,1,2330.3,6,Non-Consumable,2,2
FDE16,8.895,0,0.026384672,5,208.9954,OUT049,1999,1,0,1,4584.6988,14,Food,9,1
FDB15,10.895,0,0.228993134,4,263.4568,OUT010,1998,2,2,0,527.3136,15,Food,0,1
FDC40,16,1,0.065431917,4,76.1986,OUT017,2007,2,1,1,1869.5664,6,Food,2,1
FDE53,10.895,0,0.026749991,5,106.928,OUT027,1985,1,2,3,2876.256,28,Food,5,1
FDK24,9.195,0,0.116445981,0,43.6744,OUT018,2009,1,2,2,407.4696,4,Food,3,1
FDW31,11.35,1,0.043333912,6,201.0742,OUT018,2009,1,2,2,2189.8162,4,Food,3,1
NCX29,10,0,0.089656812,8,144.0102,OUT017,2007,2,1,1,1603.9122,6,Non-Consumable,2,2
NCM07,9.395,0,0.039954281,11,82.4908,OUT035,2004,2,1,1,2013.3792,9,Non-Consumable,6,2
DRN36,15.2,0,0.087854925,14,95.9752,OUT019,1985,2,0,0,95.8752,28,Drinks,4,0
FDQ37,20.75,0,0.149404057,2,192.8478,OUT010,1998,2,2,0,774.9912,15,Food,0,1
FDK43,9.8,0,0.0268952,10,128.402,OUT045,2002,2,1,1,2403.538,11,Food,7,1
FDK28,5.695,0,0.065857092,5,258.5646,OUT018,2009,1,2,2,4380.2982,4,Food,3,1
FDR43,18.2,0,0.161817014,6,37.819,OUT045,2002,2,1,1,219.714,11,Food,7,1
FDL48,19.35,1,0.082197959,0,49.2034,OUT013,1987,0,2,1,729.051,26,Food,1,1
DRL23,18.35,0,0.015335349,7,106.6938,OUT045,2002,2,1,1,1393.5194,11,Drinks,7,0
NCX42,6.36,0,0.00599072,9,163.6526,OUT045,2002,2,1,1,5262.4832,11,Non-Consumable,7,2
DRD37,9.8,0,0.013898123,14,46.506,OUT018,2009,1,2,2,372.848,4,Drinks,3,0
